UserId,SurveyId,ANS_Q1,ANS_Q2,ANS_Q3,ANS_Q4
-10597,1,0.0,-1.0,-1.0,Null
-10575,1,0.0,-1.0,-1.0,Null
-10173,1,7.0,-1.0,-1.0,Null
-8533,1,9.0,-1.0,-1.0,Null
-7952,1,8.0,-1.0,-1.0,Null
-7551,1,5.0,-1.0,-1.0,Null
-6952,1,3.0,-1.0,-1.0,Null
-6783,1,8.0,-1.0,-1.0,Null
-6158,1,6.0,-1.0,-1.0,Null
-5954,1,6.0,-1.0,-1.0,Null
-5744,1,9.0,-1.0,-1.0,Null
-5678,1,-1.0,7.0,-1.0,Null
-4722,1,6.0,-1.0,-1.0,Null
-4566,1,3.0,-1.0,-1.0,Null
-4396,1,4.0,-1.0,-1.0,Null
-3988,1,3.0,-1.0,-1.0,Null
-3329,1,3.0,-1.0,-1.0,Null
-3166,1,1.0,-1.0,-1.0,Null
-2954,1,-1.0,4.0,-1.0,Null
-2287,1,1.0,-1.0,-1.0,Null
-1324,1,-1.0,1.0,-1.0,Null
-1112,1,-1.0,3.0,-1.0,Null
-533,1,3.0,-1.0,-1.0,Null
46,1,-1.0,9.0,-1.0,Null
81,1,-1.0,9.0,-1.0,Null
517,1,-1.0,7.0,-1.0,Null
1318,1,4.0,-1.0,-1.0,Null
2461,1,0.0,-1.0,-1.0,Null
2539,1,-1.0,2.0,-1.0,Null
2780,1,0.0,-1.0,-1.0,Null
4081,1,7.0,-1.0,-1.0,Null
4218,1,0.0,-1.0,-1.0,Null
4263,1,-1.0,8.0,-1.0,Null
4539,1,-1.0,7.0,-1.0,Null
5330,1,-1.0,0.0,-1.0,Null
5708,1,0.0,-1.0,-1.0,Null
6858,1,0.0,-1.0,-1.0,Null
6880,1,8.0,-1.0,-1.0,Null
7458,1,-1.0,4.0,-1.0,Null
8240,1,6.0,-1.0,-1.0,Null
8421,1,9.0,-1.0,-1.0,Null
9114,1,1.0,-1.0,-1.0,Null
9260,1,-1.0,3.0,-1.0,Null
9617,1,-1.0,0.0,-1.0,Null
9669,1,-1.0,8.0,-1.0,Null
9676,1,1.0,-1.0,-1.0,Null
10099,1,9.0,-1.0,-1.0,Null
12556,1,0.0,-1.0,-1.0,Null
12729,1,3.0,-1.0,-1.0,Null
13381,1,-1.0,1.0,-1.0,Null
17001,1,-1.0,4.0,-1.0,Null
17513,1,-1.0,4.0,-1.0,Null
18533,1,4.0,-1.0,-1.0,Null
18553,1,4.0,-1.0,-1.0,Null
18939,1,-1.0,5.0,-1.0,Null
20044,1,-1.0,7.0,-1.0,Null
20610,1,-1.0,3.0,-1.0,Null
21120,1,3.0,-1.0,-1.0,Null
21401,1,6.0,-1.0,-1.0,Null
22139,1,7.0,-1.0,-1.0,Null
22882,1,8.0,-1.0,-1.0,Null
23646,1,-1.0,1.0,-1.0,Null
23653,1,-1.0,8.0,-1.0,Null
24976,1,6.0,-1.0,-1.0,Null
25498,1,-1.0,9.0,-1.0,Null
27010,1,-1.0,3.0,-1.0,Null
27517,1,-1.0,1.0,-1.0,Null
28149,1,6.0,-1.0,-1.0,Null
28398,1,-1.0,4.0,-1.0,Null
29518,1,-1.0,2.0,-1.0,Null
29581,1,1.0,-1.0,-1.0,Null
29588,1,7.0,-1.0,-1.0,Null
30921,1,1.0,-1.0,-1.0,Null
-32681,1,-1.0,5.0,-1.0,Null
-31437,1,0.0,-1.0,-1.0,Null
-31068,1,-1.0,5.0,-1.0,Null
-30702,1,7.0,-1.0,-1.0,Null
-30593,1,8.0,-1.0,-1.0,Null
-30190,1,4.0,-1.0,-1.0,Null
-29285,1,7.0,-1.0,-1.0,Null
-28849,1,2.0,-1.0,-1.0,Null
-28399,1,8.0,-1.0,-1.0,Null
-27557,1,0.0,-1.0,-1.0,Null
-26873,1,2.0,-1.0,-1.0,Null
-26652,1,-1.0,0.0,-1.0,Null
-25952,1,0.0,-1.0,-1.0,Null
-25243,1,-1.0,6.0,-1.0,Null
-24478,1,-1.0,4.0,-1.0,Null
-24379,1,-1.0,0.0,-1.0,Null
-23861,1,-1.0,9.0,-1.0,Null
-23694,1,-1.0,2.0,-1.0,Null
-23025,1,7.0,-1.0,-1.0,Null
-22403,1,-1.0,3.0,-1.0,Null
-22145,1,-1.0,3.0,-1.0,Null
-21075,1,-1.0,5.0,-1.0,Null
-20976,1,-1.0,2.0,-1.0,Null
-20649,1,5.0,-1.0,-1.0,Null
-19731,1,-1.0,4.0,-1.0,Null
-19590,1,1.0,-1.0,-1.0,Null
-19551,1,-1.0,5.0,-1.0,Null
-17223,1,8.0,-1.0,-1.0,Null
-16822,1,-1.0,5.0,-1.0,Null
-16684,1,1.0,-1.0,-1.0,Null
-16167,1,-1.0,8.0,-1.0,Null
-15730,1,7.0,-1.0,-1.0,Null
-15388,1,-1.0,3.0,-1.0,Null
-15120,1,1.0,-1.0,-1.0,Null
-14948,1,0.0,-1.0,-1.0,Null
-14428,1,-1.0,1.0,-1.0,Null
-14161,1,6.0,-1.0,-1.0,Null
-13755,1,8.0,-1.0,-1.0,Null
-13573,1,3.0,-1.0,-1.0,Null
-13014,1,4.0,-1.0,-1.0,Null
-12013,1,9.0,-1.0,-1.0,Null
-11767,1,-1.0,8.0,-1.0,Null
-11592,1,-1.0,3.0,-1.0,Null
-11440,1,5.0,-1.0,-1.0,Null
-10506,1,8.0,-1.0,-1.0,Null
-10227,1,-1.0,6.0,-1.0,Null
-10190,1,4.0,-1.0,-1.0,Null
-9908,1,7.0,-1.0,-1.0,Null
-9194,1,2.0,-1.0,-1.0,Null
-8710,1,-1.0,0.0,-1.0,Null
-8414,1,-1.0,0.0,-1.0,Null
-7773,1,3.0,-1.0,-1.0,Null
-7150,1,4.0,-1.0,-1.0,Null
-7120,1,-1.0,7.0,-1.0,Null
-5756,1,-1.0,7.0,-1.0,Null
-5113,1,2.0,-1.0,-1.0,Null
-5041,1,-1.0,8.0,-1.0,Null
-4724,1,8.0,-1.0,-1.0,Null
-4629,1,-1.0,2.0,-1.0,Null
-4499,1,2.0,-1.0,-1.0,Null
-4484,1,-1.0,8.0,-1.0,Null
-1835,1,8.0,-1.0,-1.0,Null
-1182,1,-1.0,8.0,-1.0,Null
-981,1,8.0,-1.0,-1.0,Null
190,1,4.0,-1.0,-1.0,Null
450,1,8.0,-1.0,-1.0,Null
609,1,-1.0,3.0,-1.0,Null
2632,1,1.0,-1.0,-1.0,Null
2676,1,0.0,-1.0,-1.0,Null
2934,1,1.0,-1.0,-1.0,Null
2954,1,-1.0,8.0,-1.0,Null
3029,1,8.0,-1.0,-1.0,Null
3335,1,-1.0,8.0,-1.0,Null
4283,1,4.0,-1.0,-1.0,Null
4322,1,3.0,-1.0,-1.0,Null
4700,1,8.0,-1.0,-1.0,Null
4891,1,5.0,-1.0,-1.0,Null
5758,1,6.0,-1.0,-1.0,Null
5952,1,-1.0,7.0,-1.0,Null
6540,1,1.0,-1.0,-1.0,Null
7537,1,7.0,-1.0,-1.0,Null
7538,1,2.0,-1.0,-1.0,Null
8829,1,5.0,-1.0,-1.0,Null
8964,1,2.0,-1.0,-1.0,Null
9097,1,5.0,-1.0,-1.0,Null
10103,1,9.0,-1.0,-1.0,Null
10348,1,4.0,-1.0,-1.0,Null
10744,1,-1.0,6.0,-1.0,Null
11252,1,0.0,-1.0,-1.0,Null
12594,1,-1.0,9.0,-1.0,Null
13243,1,-1.0,2.0,-1.0,Null
13552,1,2.0,-1.0,-1.0,Null
14402,1,8.0,-1.0,-1.0,Null
14583,1,-1.0,6.0,-1.0,Null
14638,1,8.0,-1.0,-1.0,Null
14846,1,-1.0,9.0,-1.0,Null
15063,1,0.0,-1.0,-1.0,Null
16258,1,-1.0,2.0,-1.0,Null
16604,1,-1.0,5.0,-1.0,Null
17597,1,-1.0,8.0,-1.0,Null
17785,1,-1.0,8.0,-1.0,Null
18231,1,-1.0,1.0,-1.0,Null
19001,1,0.0,-1.0,-1.0,Null
19102,1,-1.0,0.0,-1.0,Null
19587,1,-1.0,2.0,-1.0,Null
21448,1,-1.0,7.0,-1.0,Null
21710,1,1.0,-1.0,-1.0,Null
22079,1,-1.0,8.0,-1.0,Null
22569,1,-1.0,6.0,-1.0,Null
23593,1,-1.0,6.0,-1.0,Null
24053,1,1.0,-1.0,-1.0,Null
24192,1,-1.0,6.0,-1.0,Null
24935,1,-1.0,6.0,-1.0,Null
25126,1,-1.0,8.0,-1.0,Null
25329,1,6.0,-1.0,-1.0,Null
25646,1,4.0,-1.0,-1.0,Null
26823,1,3.0,-1.0,-1.0,Null
27511,1,-1.0,2.0,-1.0,Null
28001,1,9.0,-1.0,-1.0,Null
28148,1,4.0,-1.0,-1.0,Null
28227,1,8.0,-1.0,-1.0,Null
28645,1,-1.0,1.0,-1.0,Null
28673,1,-1.0,1.0,-1.0,Null
30230,1,-1.0,4.0,-1.0,Null
30237,1,-1.0,6.0,-1.0,Null
30411,1,4.0,-1.0,-1.0,Null
30658,1,3.0,-1.0,-1.0,Null
30878,1,-1.0,5.0,-1.0,Null
31106,1,-1.0,9.0,-1.0,Null
32540,1,-1.0,6.0,-1.0,Null
-32370,1,1.0,-1.0,-1.0,Null
-31937,1,2.0,-1.0,-1.0,Null
-31580,1,-1.0,6.0,-1.0,Null
-30354,1,-1.0,5.0,-1.0,Null
-29839,1,-1.0,4.0,-1.0,Null
-29299,1,7.0,-1.0,-1.0,Null
-29040,1,-1.0,2.0,-1.0,Null
-28841,1,-1.0,4.0,-1.0,Null
-28662,1,-1.0,0.0,-1.0,Null
-28522,1,2.0,-1.0,-1.0,Null
-28319,1,-1.0,3.0,-1.0,Null
-27247,1,-1.0,8.0,-1.0,Null
-25586,1,-1.0,6.0,-1.0,Null
-25186,1,-1.0,7.0,-1.0,Null
-24666,1,-1.0,9.0,-1.0,Null
-24539,1,-1.0,8.0,-1.0,Null
-24484,1,5.0,-1.0,-1.0,Null
-23956,1,2.0,-1.0,-1.0,Null
-22780,1,8.0,-1.0,-1.0,Null
-22545,1,-1.0,2.0,-1.0,Null
-22507,1,-1.0,9.0,-1.0,Null
-21912,1,-1.0,7.0,-1.0,Null
-21752,1,-1.0,9.0,-1.0,Null
-20932,1,2.0,-1.0,-1.0,Null
-20835,1,-1.0,5.0,-1.0,Null
-20764,1,3.0,-1.0,-1.0,Null
-19363,1,1.0,-1.0,-1.0,Null
-18874,1,8.0,-1.0,-1.0,Null
-18871,1,8.0,-1.0,-1.0,Null
-18713,1,-1.0,3.0,-1.0,Null
-18695,1,8.0,-1.0,-1.0,Null
-18503,1,8.0,-1.0,-1.0,Null
-17535,1,-1.0,5.0,-1.0,Null
-16545,1,5.0,-1.0,-1.0,Null
-15624,1,-1.0,7.0,-1.0,Null
-15011,1,-1.0,0.0,-1.0,Null
-14914,1,-1.0,7.0,-1.0,Null
-14805,1,1.0,-1.0,-1.0,Null
-14626,1,3.0,-1.0,-1.0,Null
-12927,1,9.0,-1.0,-1.0,Null
-12360,1,-1.0,1.0,-1.0,Null
-11636,1,-1.0,8.0,-1.0,Null
-11440,1,3.0,-1.0,-1.0,Null
-11028,1,-1.0,2.0,-1.0,Null
-10629,1,-1.0,1.0,-1.0,Null
-9468,1,3.0,-1.0,-1.0,Null
-8720,1,9.0,-1.0,-1.0,Null
-8614,1,-1.0,9.0,-1.0,Null
-7906,1,7.0,-1.0,-1.0,Null
-7056,1,-1.0,4.0,-1.0,Null
-6978,1,0.0,-1.0,-1.0,Null
-6944,1,6.0,-1.0,-1.0,Null
-5687,1,-1.0,5.0,-1.0,Null
-5618,1,9.0,-1.0,-1.0,Null
-4256,1,-1.0,6.0,-1.0,Null
-3846,1,2.0,-1.0,-1.0,Null
-2045,1,3.0,-1.0,-1.0,Null
-31,1,7.0,-1.0,-1.0,Null
287,1,4.0,-1.0,-1.0,Null
2426,1,-1.0,1.0,-1.0,Null
3857,1,0.0,-1.0,-1.0,Null
5532,1,3.0,-1.0,-1.0,Null
5618,1,-1.0,3.0,-1.0,Null
5641,1,-1.0,4.0,-1.0,Null
5831,1,8.0,-1.0,-1.0,Null
6114,1,-1.0,5.0,-1.0,Null
6855,1,5.0,-1.0,-1.0,Null
7238,1,5.0,-1.0,-1.0,Null
7691,1,8.0,-1.0,-1.0,Null
8287,1,5.0,-1.0,-1.0,Null
8565,1,-1.0,0.0,-1.0,Null
8617,1,2.0,-1.0,-1.0,Null
9860,1,-1.0,7.0,-1.0,Null
10352,1,-1.0,2.0,-1.0,Null
11002,1,5.0,-1.0,-1.0,Null
11397,1,-1.0,4.0,-1.0,Null
11761,1,-1.0,8.0,-1.0,Null
11991,1,3.0,-1.0,-1.0,Null
13040,1,2.0,-1.0,-1.0,Null
13575,1,6.0,-1.0,-1.0,Null
13783,1,-1.0,9.0,-1.0,Null
16105,1,8.0,-1.0,-1.0,Null
16208,1,8.0,-1.0,-1.0,Null
17116,1,6.0,-1.0,-1.0,Null
17170,1,9.0,-1.0,-1.0,Null
18149,1,-1.0,4.0,-1.0,Null
18395,1,5.0,-1.0,-1.0,Null
19022,1,8.0,-1.0,-1.0,Null
19297,1,-1.0,5.0,-1.0,Null
19444,1,-1.0,9.0,-1.0,Null
21724,1,-1.0,7.0,-1.0,Null
21816,1,9.0,-1.0,-1.0,Null
21857,1,-1.0,1.0,-1.0,Null
22777,1,-1.0,5.0,-1.0,Null
22959,1,7.0,-1.0,-1.0,Null
23546,1,-1.0,8.0,-1.0,Null
25163,1,-1.0,0.0,-1.0,Null
25528,1,-1.0,3.0,-1.0,Null
26805,1,9.0,-1.0,-1.0,Null
27081,1,-1.0,2.0,-1.0,Null
27143,1,2.0,-1.0,-1.0,Null
27745,1,-1.0,1.0,-1.0,Null
28777,1,6.0,-1.0,-1.0,Null
28813,1,6.0,-1.0,-1.0,Null
31046,1,4.0,-1.0,-1.0,Null
-31888,1,8.0,-1.0,-1.0,Null
-30519,1,4.0,-1.0,-1.0,Null
-29740,1,8.0,-1.0,-1.0,Null
-28401,1,2.0,-1.0,-1.0,Null
-28069,1,0.0,-1.0,-1.0,Null
-27946,1,3.0,-1.0,-1.0,Null
-27549,1,-1.0,3.0,-1.0,Null
-26965,1,-1.0,2.0,-1.0,Null
-25496,1,5.0,-1.0,-1.0,Null
-25454,1,3.0,-1.0,-1.0,Null
-24987,1,5.0,-1.0,-1.0,Null
-24286,1,-1.0,1.0,-1.0,Null
-23858,1,5.0,-1.0,-1.0,Null
-22528,1,-1.0,3.0,-1.0,Null
-22514,1,7.0,-1.0,-1.0,Null
-22044,1,1.0,-1.0,-1.0,Null
-18435,1,1.0,-1.0,-1.0,Null
-18355,1,0.0,-1.0,-1.0,Null
-17566,1,-1.0,8.0,-1.0,Null
-17528,1,-1.0,8.0,-1.0,Null
-16841,1,-1.0,3.0,-1.0,Null
-16716,1,0.0,-1.0,-1.0,Null
-16321,1,5.0,-1.0,-1.0,Null
-15860,1,-1.0,9.0,-1.0,Null
-15707,1,0.0,-1.0,-1.0,Null
-14601,1,8.0,-1.0,-1.0,Null
-14062,1,3.0,-1.0,-1.0,Null
-13945,1,-1.0,9.0,-1.0,Null
-13686,1,5.0,-1.0,-1.0,Null
-12407,1,6.0,-1.0,-1.0,Null
-12352,1,9.0,-1.0,-1.0,Null
-11875,1,6.0,-1.0,-1.0,Null
-11858,1,6.0,-1.0,-1.0,Null
-11481,1,3.0,-1.0,-1.0,Null
-10252,1,-1.0,4.0,-1.0,Null
-10004,1,8.0,-1.0,-1.0,Null
-9839,1,-1.0,8.0,-1.0,Null
-9361,1,5.0,-1.0,-1.0,Null
-8613,1,-1.0,9.0,-1.0,Null
-8604,1,5.0,-1.0,-1.0,Null
-8510,1,8.0,-1.0,-1.0,Null
-8425,1,-1.0,5.0,-1.0,Null
-7113,1,7.0,-1.0,-1.0,Null
-6988,1,-1.0,2.0,-1.0,Null
-6664,1,0.0,-1.0,-1.0,Null
-5875,1,7.0,-1.0,-1.0,Null
-5286,1,9.0,-1.0,-1.0,Null
-4706,1,6.0,-1.0,-1.0,Null
-4667,1,-1.0,6.0,-1.0,Null
-3192,1,7.0,-1.0,-1.0,Null
-3038,1,7.0,-1.0,-1.0,Null
-2963,1,-1.0,2.0,-1.0,Null
-1252,1,-1.0,8.0,-1.0,Null
223,1,-1.0,3.0,-1.0,Null
984,1,7.0,-1.0,-1.0,Null
1907,1,7.0,-1.0,-1.0,Null
2079,1,-1.0,6.0,-1.0,Null
3423,1,0.0,-1.0,-1.0,Null
5643,1,-1.0,2.0,-1.0,Null
7456,1,-1.0,2.0,-1.0,Null
7521,1,-1.0,0.0,-1.0,Null
7622,1,5.0,-1.0,-1.0,Null
9285,1,6.0,-1.0,-1.0,Null
9662,1,-1.0,0.0,-1.0,Null
9784,1,6.0,-1.0,-1.0,Null
10007,1,-1.0,5.0,-1.0,Null
10723,1,8.0,-1.0,-1.0,Null
10935,1,-1.0,2.0,-1.0,Null
12161,1,-1.0,0.0,-1.0,Null
12535,1,0.0,-1.0,-1.0,Null
12545,1,0.0,-1.0,-1.0,Null
13183,1,-1.0,5.0,-1.0,Null
13685,1,5.0,-1.0,-1.0,Null
14453,1,6.0,-1.0,-1.0,Null
16066,1,8.0,-1.0,-1.0,Null
17847,1,8.0,-1.0,-1.0,Null
19147,1,-1.0,1.0,-1.0,Null
19444,1,-1.0,0.0,-1.0,Null
19969,1,-1.0,5.0,-1.0,Null
20637,1,0.0,-1.0,-1.0,Null
20863,1,-1.0,3.0,-1.0,Null
21031,1,1.0,-1.0,-1.0,Null
21232,1,-1.0,0.0,-1.0,Null
21683,1,-1.0,4.0,-1.0,Null
22023,1,-1.0,9.0,-1.0,Null
22481,1,-1.0,1.0,-1.0,Null
23067,1,-1.0,0.0,-1.0,Null
23361,1,-1.0,8.0,-1.0,Null
25205,1,-1.0,9.0,-1.0,Null
25228,1,7.0,-1.0,-1.0,Null
25289,1,8.0,-1.0,-1.0,Null
25662,1,-1.0,9.0,-1.0,Null
26175,1,1.0,-1.0,-1.0,Null
27340,1,-1.0,6.0,-1.0,Null
27681,1,8.0,-1.0,-1.0,Null
28254,1,1.0,-1.0,-1.0,Null
28591,1,-1.0,3.0,-1.0,Null
28743,1,7.0,-1.0,-1.0,Null
28898,1,7.0,-1.0,-1.0,Null
29630,1,7.0,-1.0,-1.0,Null
29768,1,0.0,-1.0,-1.0,Null
31240,1,9.0,-1.0,-1.0,Null
31754,1,-1.0,3.0,-1.0,Null
-32154,1,5.0,-1.0,-1.0,Null
-32027,1,-1.0,1.0,-1.0,Null
-31725,1,7.0,-1.0,-1.0,Null
-31689,1,1.0,-1.0,-1.0,Null
-31434,1,-1.0,1.0,-1.0,Null
-30674,1,-1.0,2.0,-1.0,Null
-29407,1,-1.0,5.0,-1.0,Null
-28778,1,-1.0,6.0,-1.0,Null
-26606,1,-1.0,1.0,-1.0,Null
-26282,1,-1.0,9.0,-1.0,Null
-25381,1,6.0,-1.0,-1.0,Null
-24590,1,7.0,-1.0,-1.0,Null
-24555,1,8.0,-1.0,-1.0,Null
-24525,1,7.0,-1.0,-1.0,Null
-24416,1,-1.0,6.0,-1.0,Null
-23313,1,-1.0,2.0,-1.0,Null
-21046,1,9.0,-1.0,-1.0,Null
-20564,1,3.0,-1.0,-1.0,Null
-20312,1,0.0,-1.0,-1.0,Null
-18878,1,-1.0,2.0,-1.0,Null
-18680,1,-1.0,2.0,-1.0,Null
-18137,1,-1.0,8.0,-1.0,Null
-17981,1,8.0,-1.0,-1.0,Null
-17299,1,-1.0,7.0,-1.0,Null
-16609,1,0.0,-1.0,-1.0,Null
-16382,1,-1.0,5.0,-1.0,Null
-16377,1,8.0,-1.0,-1.0,Null
-16321,1,3.0,-1.0,-1.0,Null
-15205,1,9.0,-1.0,-1.0,Null
-15005,1,-1.0,2.0,-1.0,Null
-14893,1,-1.0,3.0,-1.0,Null
-14623,1,7.0,-1.0,-1.0,Null
-14027,1,9.0,-1.0,-1.0,Null
-13730,1,1.0,-1.0,-1.0,Null
-13628,1,5.0,-1.0,-1.0,Null
-11447,1,7.0,-1.0,-1.0,Null
-11046,1,4.0,-1.0,-1.0,Null
-11030,1,-1.0,4.0,-1.0,Null
-10733,1,-1.0,7.0,-1.0,Null
-7063,1,8.0,-1.0,-1.0,Null
-6560,1,-1.0,5.0,-1.0,Null
-5569,1,-1.0,8.0,-1.0,Null
-4858,1,-1.0,6.0,-1.0,Null
-3894,1,-1.0,2.0,-1.0,Null
-3351,1,6.0,-1.0,-1.0,Null
-3257,1,-1.0,6.0,-1.0,Null
-798,1,-1.0,2.0,-1.0,Null
354,1,8.0,-1.0,-1.0,Null
464,1,-1.0,1.0,-1.0,Null
889,1,3.0,-1.0,-1.0,Null
1384,1,-1.0,7.0,-1.0,Null
1472,1,-1.0,9.0,-1.0,Null
2300,1,1.0,-1.0,-1.0,Null
3692,1,-1.0,3.0,-1.0,Null
3731,1,5.0,-1.0,-1.0,Null
5306,1,6.0,-1.0,-1.0,Null
5391,1,2.0,-1.0,-1.0,Null
5623,1,5.0,-1.0,-1.0,Null
6189,1,-1.0,7.0,-1.0,Null
6222,1,9.0,-1.0,-1.0,Null
6856,1,6.0,-1.0,-1.0,Null
7726,1,1.0,-1.0,-1.0,Null
8105,1,0.0,-1.0,-1.0,Null
8582,1,4.0,-1.0,-1.0,Null
8614,1,7.0,-1.0,-1.0,Null
9599,1,-1.0,2.0,-1.0,Null
9998,1,3.0,-1.0,-1.0,Null
11355,1,-1.0,4.0,-1.0,Null
11765,1,0.0,-1.0,-1.0,Null
12153,1,5.0,-1.0,-1.0,Null
14443,1,-1.0,5.0,-1.0,Null
14583,1,-1.0,5.0,-1.0,Null
14794,1,-1.0,1.0,-1.0,Null
15296,1,-1.0,2.0,-1.0,Null
16368,1,1.0,-1.0,-1.0,Null
16944,1,-1.0,1.0,-1.0,Null
17288,1,-1.0,5.0,-1.0,Null
17360,1,9.0,-1.0,-1.0,Null
17466,1,-1.0,4.0,-1.0,Null
17568,1,8.0,-1.0,-1.0,Null
17850,1,-1.0,9.0,-1.0,Null
17954,1,7.0,-1.0,-1.0,Null
18005,1,7.0,-1.0,-1.0,Null
19287,1,9.0,6.0,-1.0,Null
19539,1,6.0,-1.0,-1.0,Null
20417,1,1.0,-1.0,-1.0,Null
22722,1,4.0,-1.0,-1.0,Null
23563,1,7.0,-1.0,-1.0,Null
24240,1,9.0,-1.0,-1.0,Null
24536,1,-1.0,8.0,-1.0,Null
26662,1,1.0,-1.0,-1.0,Null
26934,1,-1.0,2.0,-1.0,Null
28408,1,-1.0,9.0,-1.0,Null
28605,1,-1.0,5.0,-1.0,Null
29275,1,8.0,-1.0,-1.0,Null
29847,1,-1.0,2.0,-1.0,Null
30224,1,-1.0,3.0,-1.0,Null
30229,1,-1.0,8.0,-1.0,Null
31023,1,-1.0,4.0,-1.0,Null
31568,1,5.0,-1.0,-1.0,Null
31842,1,2.0,-1.0,-1.0,Null
-31912,1,4.0,-1.0,-1.0,Null
-31826,1,3.0,-1.0,-1.0,Null
-31379,1,-1.0,1.0,-1.0,Null
-30342,1,-1.0,8.0,-1.0,Null
-30124,1,-1.0,3.0,-1.0,Null
-29354,1,6.0,-1.0,-1.0,Null
-29055,1,-1.0,6.0,-1.0,Null
-28379,1,-1.0,4.0,-1.0,Null
-26883,1,5.0,-1.0,-1.0,Null
-26633,1,-1.0,3.0,-1.0,Null
-25572,1,-1.0,8.0,-1.0,Null
-25276,1,-1.0,7.0,-1.0,Null
-24639,1,3.0,-1.0,-1.0,Null
-24580,1,9.0,-1.0,-1.0,Null
-21575,1,-1.0,8.0,-1.0,Null
-21217,1,-1.0,1.0,-1.0,Null
-19748,1,-1.0,4.0,-1.0,Null
-18979,1,9.0,-1.0,-1.0,Null
-18512,1,-1.0,3.0,-1.0,Null
-18069,1,3.0,-1.0,-1.0,Null
-17956,1,2.0,-1.0,-1.0,Null
-17667,1,7.0,-1.0,-1.0,Null
-17397,1,-1.0,2.0,-1.0,Null
-16545,1,8.0,-1.0,-1.0,Null
-16079,1,0.0,-1.0,-1.0,Null
-13881,1,-1.0,2.0,-1.0,Null
-12168,1,2.0,-1.0,-1.0,Null
-11855,1,-1.0,7.0,-1.0,Null
-11656,1,8.0,-1.0,-1.0,Null
-10768,1,3.0,-1.0,-1.0,Null
-10683,1,5.0,-1.0,-1.0,Null
-9330,1,1.0,-1.0,-1.0,Null
-9237,1,-1.0,3.0,-1.0,Null
-7945,1,6.0,-1.0,-1.0,Null
-6779,1,8.0,-1.0,-1.0,Null
-6686,1,4.0,-1.0,-1.0,Null
-5920,1,-1.0,5.0,-1.0,Null
-5578,1,0.0,-1.0,-1.0,Null
-5502,1,1.0,-1.0,-1.0,Null
-5176,1,4.0,-1.0,-1.0,Null
-4908,1,4.0,-1.0,-1.0,Null
-4395,1,-1.0,7.0,-1.0,Null
-3835,1,7.0,-1.0,-1.0,Null
-1351,1,5.0,-1.0,-1.0,Null
-1254,1,0.0,-1.0,-1.0,Null
-1037,1,7.0,-1.0,-1.0,Null
-975,1,7.0,-1.0,-1.0,Null
-114,1,-1.0,7.0,-1.0,Null
-51,1,-1.0,7.0,-1.0,Null
1827,1,-1.0,6.0,-1.0,Null
2928,1,7.0,-1.0,-1.0,Null
4137,1,-1.0,4.0,-1.0,Null
4199,1,-1.0,9.0,-1.0,Null
6426,1,-1.0,8.0,-1.0,Null
7152,1,-1.0,4.0,-1.0,Null
8395,1,-1.0,3.0,-1.0,Null
9410,1,-1.0,0.0,-1.0,Null
10502,1,-1.0,7.0,-1.0,Null
10924,1,8.0,-1.0,-1.0,Null
11441,1,-1.0,0.0,-1.0,Null
11510,1,-1.0,0.0,-1.0,Null
11745,1,-1.0,5.0,-1.0,Null
11802,1,4.0,-1.0,-1.0,Null
12012,1,2.0,-1.0,-1.0,Null
12620,1,-1.0,9.0,-1.0,Null
16045,1,0.0,-1.0,-1.0,Null
16701,1,8.0,-1.0,-1.0,Null
17077,1,-1.0,7.0,-1.0,Null
17277,1,-1.0,6.0,-1.0,Null
17629,1,6.0,-1.0,-1.0,Null
18243,1,-1.0,9.0,-1.0,Null
18448,1,8.0,-1.0,-1.0,Null
18989,1,7.0,-1.0,-1.0,Null
19732,1,-1.0,9.0,-1.0,Null
19946,1,4.0,-1.0,-1.0,Null
20468,1,-1.0,9.0,-1.0,Null
20915,1,7.0,-1.0,-1.0,Null
22075,1,6.0,-1.0,-1.0,Null
22351,1,3.0,-1.0,-1.0,Null
22946,1,3.0,-1.0,-1.0,Null
23158,1,-1.0,2.0,-1.0,Null
23639,1,6.0,-1.0,-1.0,Null
24601,1,2.0,-1.0,-1.0,Null
25767,1,7.0,-1.0,-1.0,Null
26369,1,9.0,-1.0,-1.0,Null
26615,1,3.0,-1.0,-1.0,Null
26872,1,-1.0,2.0,-1.0,Null
27090,1,-1.0,9.0,-1.0,Null
28208,1,-1.0,4.0,-1.0,Null
29016,1,7.0,-1.0,-1.0,Null
29851,1,6.0,-1.0,-1.0,Null
31218,1,-1.0,4.0,-1.0,Null
31297,1,7.0,-1.0,-1.0,Null
32292,1,8.0,-1.0,-1.0,Null
32608,1,-1.0,9.0,-1.0,Null
-32155,1,0.0,-1.0,-1.0,Null
-32091,1,1.0,-1.0,-1.0,Null
-31675,1,0.0,-1.0,-1.0,Null
-30761,1,-1.0,0.0,-1.0,Null
-30371,1,-1.0,0.0,-1.0,Null
-30314,1,-1.0,6.0,-1.0,Null
-29636,1,7.0,-1.0,-1.0,Null
-28877,1,-1.0,5.0,-1.0,Null
-27118,1,-1.0,2.0,-1.0,Null
-26189,1,4.0,-1.0,-1.0,Null
-25622,1,4.0,-1.0,-1.0,Null
-25407,1,5.0,-1.0,-1.0,Null
-25406,1,3.0,-1.0,-1.0,Null
-25221,1,-1.0,9.0,-1.0,Null
